Human PseudoGene v19,RP4-580O19.2
Human PseudoGene v19,HSPD1P14
Human PseudoGene v19,RP4-657M3.2
Human PseudoGene v19,EFCAB14P1
Human PseudoGene v19,RPL5P4
Human PseudoGene v19,RP4-728D4.3
Human PseudoGene v19,RP4-789D17.4
Human PseudoGene v19,RP4-665N4.4
Human PseudoGene v19,UBE2V2P4
Human PseudoGene v19,FTLP18
Human PseudoGene v19,RPS29P6
Human PseudoGene v19,RP3-423B22.5
Human PseudoGene v19,RP3-423B22.5
Human PseudoGene v19,ACTN4P2
Human PseudoGene v19,RP11-109P14.2
Human PseudoGene v19,RP11-109P14.8
Human PseudoGene v19,RP5-884C9.3
Human PseudoGene v19,RP11-334L9.1
Human PseudoGene v19,RP11-781D11.1
Human PseudoGene v19,RP11-420K8.2
Human PseudoGene v19,OXCT2P1
Human PseudoGene v19,PPIEL
Human PseudoGene v19,RP1-144F13.4
Human PseudoGene v19,RP1-144F13.4
Human PseudoGene v19,RP1-118J21.24
Human PseudoGene v19,RP3-342P20.2
Human PseudoGene v19,RP11-115D7.3
Human PseudoGene v19,RP1-39G22.4
Human PseudoGene v19,RP1-228H13.1
Human PseudoGene v19,RP1-228H13.1
Human PseudoGene v19,RP1-228H13.2
Human PseudoGene v19,RP1-63P18.2
Human PseudoGene v19,GTF2F2P2
Human PseudoGene v19,RP11-348A7.1
Human PseudoGene v19,UBE2V1P8
Human PseudoGene v19,RP4-635E8.1
Human PseudoGene v19,RP11-399E6.2
Human PseudoGene v19,RP11-486B10.4
Human PseudoGene v19,RP11-486B10.4
Human PseudoGene v19,HNRNPFP1
Human PseudoGene v19,RP11-319C21.1
Human PseudoGene v19,RP11-157D18.2
Human PseudoGene v19,RP11-163G10.2
Human PseudoGene v19,TMSB4XP1
Human PseudoGene v19,TMSB4XP1
Human PseudoGene v19,RP11-163G10.4
Human PseudoGene v19,RP11-342M1.7
Human PseudoGene v19,RP11-342M1.6
Human PseudoGene v19,ATP6V1E1P1
Human PseudoGene v19,RP11-184I16.3
Human PseudoGene v19,SHMT1P1
Human PseudoGene v19,RP5-1198O20.5
Human PseudoGene v19,KRT8P47
Human PseudoGene v19,RP11-570P14.1
Human PseudoGene v19,RP4-675G8.2
Human PseudoGene v19,RP4-675G8.3
Human PseudoGene v19,RP4-675G8.4
Human PseudoGene v19,RP5-891H21.1
Human PseudoGene v19,RP5-891H21.5
Human PseudoGene v19,RPS15AP11
Human PseudoGene v19,RPS15AP11
Human PseudoGene v19,RP5-882O7.1
Human PseudoGene v19,CCNB1IP1P1
Human PseudoGene v19,RP5-882O7.4
Human PseudoGene v19,MRPS17P1
Human PseudoGene v19,OSTCP5
Human PseudoGene v19,RP11-291L19.1
Human PseudoGene v19,HMGB1P48
Human PseudoGene v19,RPS15AP10
Human PseudoGene v19,RP11-767N6.2
Human PseudoGene v19,RP11-630I5.1
Human PseudoGene v19,RP11-630I5.1
Human PseudoGene v19,TMA16P2
Human PseudoGene v19,RP4-533D7.3
Human PseudoGene v19,RP4-603I14.3
Human PseudoGene v19,RP5-1109J22.1
Human PseudoGene v19,RP11-8J9.1
Human PseudoGene v19,RP11-8J9.5
Human PseudoGene v19,RP11-346M5.1
Human PseudoGene v19,RP11-346M5.6
Human PseudoGene v19,RP11-346M5.5
Human PseudoGene v19,RP11-346M5.4
Human PseudoGene v19,RP11-346M5.3
Human PseudoGene v19,RP11-184J23.2
Human PseudoGene v19,MTND1P34
Human PseudoGene v19,RP4-666O22.3
Human PseudoGene v19,RPL21P24
Human PseudoGene v19,ATP6V0E1P4
Human PseudoGene v19,CYP46A4P
Human PseudoGene v19,PPP1R8P1
Human PseudoGene v19,RP11-329A14.1
Human PseudoGene v19,RP11-329A14.2
Human PseudoGene v19,RP5-926E3.1
Human PseudoGene v19,ZNF859P
Human PseudoGene v19,MTND2P29
Human PseudoGene v19,RP11-492I2.1
Human PseudoGene v19,RP11-183G22.1
Human PseudoGene v19,RP11-183G22.1
Human PseudoGene v19,HMGB1P45
Human PseudoGene v19,FCF1P6
Human PseudoGene v19,PHBP12
Human PseudoGene v19,MRPS6P2
Human PseudoGene v19,CFL1P2
Human PseudoGene v19,RP11-296A18.5
Human PseudoGene v19,RP11-296A18.5
Human PseudoGene v19,RP11-275F13.3
Human PseudoGene v19,GAPDHP51
Human PseudoGene v19,SLC25A6P3
Human PseudoGene v19,TSEN15P2
Human PseudoGene v19,RP11-91A18.1
Human PseudoGene v19,RP4-800M22.1
Human PseudoGene v19,RP4-800M22.2
Human PseudoGene v19,PDCL3P6
Human PseudoGene v19,RP4-800M22.4
Human PseudoGene v19,DNAJC19P7
Human PseudoGene v19,ANAPC10P1
Human PseudoGene v19,PLA2G12AP1
Human PseudoGene v19,EEF1GP7
Human PseudoGene v19,NDUFS5P3
Human PseudoGene v19,RP11-159C21.4
Human PseudoGene v19,RP4-631H13.6
Human PseudoGene v19,RP4-631H13.4
Human PseudoGene v19,RP4-631H13.5
Human PseudoGene v19,RP11-334A14.2
Human PseudoGene v19,RP11-334A14.2
Human PseudoGene v19,TUBBP10
Human PseudoGene v19,HIGD1AP11
Human PseudoGene v19,SLC25A3P1
Human PseudoGene v19,RP4-654H19.2
Human PseudoGene v19,HNRNPA3P12
Human PseudoGene v19,AL353898.1
Human PseudoGene v19,AL353898.2
Human PseudoGene v19,RP4-758J24.4
Human PseudoGene v19,AL353898.3
Human PseudoGene v19,RP5-866L20.2
Human PseudoGene v19,HNRNPA1P63
Human PseudoGene v19,GYG1P3
Human PseudoGene v19,GOT2P1
Human PseudoGene v19,RP4-633H17.2
Human PseudoGene v19,PIGQP1
Human PseudoGene v19,RP4-710M16.1
Human PseudoGene v19,RPL21P23
Human PseudoGene v19,RP11-377K22.3
Human PseudoGene v19,RP11-377K22.2
Human PseudoGene v19,RP11-243M12.1
Human PseudoGene v19,HNRNPA1P6
Human PseudoGene v19,RP11-393I23.2
Human PseudoGene v19,RP11-393I23.3
Human PseudoGene v19,RP11-414C16.1
Human PseudoGene v19,RP4-592A1.4
Human PseudoGene v19,RP4-592A1.2
Human PseudoGene v19,RP4-592A1.2
Human PseudoGene v19,PHBP3
Human PseudoGene v19,PGBD4P8
Human PseudoGene v19,RP11-430G17.1
Human PseudoGene v19,LAMTOR5P1
Human PseudoGene v19,PIGPP2
Human PseudoGene v19,RPS15AP7
Human PseudoGene v19,RP5-1155K23.4
Human PseudoGene v19,RP11-293K19.1
Human PseudoGene v19,RP5-849H19.2
Human PseudoGene v19,RP4-771M4.2
Human PseudoGene v19,AL138935.1
Human PseudoGene v19,RP4-792G4.3
Human PseudoGene v19,RP4-597J3.1
Human PseudoGene v19,CFL1P3
Human PseudoGene v19,CFL1P3
Human PseudoGene v19,RP11-182I10.1
Human PseudoGene v19,RP11-182I10.2
Human PseudoGene v19,SLC2A3P2
Human PseudoGene v19,RP4-535B20.2
Human PseudoGene v19,MRPS21P1
Human PseudoGene v19,RP4-700A9.1
Human PseudoGene v19,RP5-1044H5.2
Human PseudoGene v19,RP11-430H12.2
Human PseudoGene v19,RP4-763G1.1
Human PseudoGene v19,RP11-393N21.1
Human PseudoGene v19,HNRNPCP9
Human PseudoGene v19,RP4-609E1.2
Human PseudoGene v19,ARL5AP3
Human PseudoGene v19,CTBP2P8
Human PseudoGene v19,RPS7P4
Human PseudoGene v19,COX6B1P7
Human PseudoGene v19,TCEB1P18
Human PseudoGene v19,RP5-1033K19.2
Human PseudoGene v19,RP4-694A7.3
Human PseudoGene v19,RP11-379C1.1
Human PseudoGene v19,PIN1P1
Human PseudoGene v19,RP11-42O15.2
Human PseudoGene v19,CASP3P1
Human PseudoGene v19,RP11-115M14.1
Human PseudoGene v19,RP11-175G14.2
Human PseudoGene v19,GDI2P2
Human PseudoGene v19,RPL31P12
Human PseudoGene v19,KRT8P21
Human PseudoGene v19,RP11-87O11.1
Human PseudoGene v19,RP4-595K12.1
Human PseudoGene v19,RP4-595K12.2
Human PseudoGene v19,RP4-682C21.2
Human PseudoGene v19,RP4-682C21.2
Human PseudoGene v19,RP11-335E14.1
Human PseudoGene v19,TPI1P1
Human PseudoGene v19,RP4-706A16.3
Human PseudoGene v19,RP4-706A16.3
Human PseudoGene v19,RP11-363H12.1
Human PseudoGene v19,RP4-706L14.2
Human PseudoGene v19,RP11-181C21.4
Human PseudoGene v19,RP11-181C21.4
Human PseudoGene v19,NSRP1P1
Human PseudoGene v19,RP11-181C21.6
Human PseudoGene v19,RP11-386I14.2
Human PseudoGene v19,RP11-386I14.3
Human PseudoGene v19,RNFT1P2
Human PseudoGene v19,RP11-472F19.1
Human PseudoGene v19,RP4-641G12.3
Human PseudoGene v19,RP4-641G12.4
Human PseudoGene v19,PSAT1P3
Human PseudoGene v19,ADH5P2
Human PseudoGene v19,RP11-339A11.1
Human PseudoGene v19,HMGB1P18
Human PseudoGene v19,HNRNPA1P64
Human PseudoGene v19,RP11-115A15.4
Human PseudoGene v19,RP11-115A15.2
Human PseudoGene v19,MTND2P30
Human PseudoGene v19,RP5-831K15.1
Human PseudoGene v19,RP3-445O10.1
Human PseudoGene v19,HNRNPA3P14
Human PseudoGene v19,RP5-837I24.1
Human PseudoGene v19,MED28P8
Human PseudoGene v19,RP5-837I24.5
Human PseudoGene v19,ST13P20
Human PseudoGene v19,RP4-552O12.1
Human PseudoGene v19,RP11-486G15.1
Human PseudoGene v19,RP11-82H13.2
Human PseudoGene v19,RP11-376N17.4
Human PseudoGene v19,UOX
Human PseudoGene v19,SPATA1
Human PseudoGene v19,SPATA1
Human PseudoGene v19,RP11-484D4.3
Human PseudoGene v19,RP4-682E18.1
Human PseudoGene v19,RP11-444C12.1
Human PseudoGene v19,RP4-651E10.3
Human PseudoGene v19,CLCA3P
Human PseudoGene v19,RP4-612B15.2
Human PseudoGene v19,RP11-384B12.2
Human PseudoGene v19,RP11-384B12.3
Human PseudoGene v19,CTA-21C21.1
Human PseudoGene v19,RP11-76N22.1
Human PseudoGene v19,RPL36AP10
Human PseudoGene v19,TCEB1P19
Human PseudoGene v19,RP11-82K18.2
Human PseudoGene v19,PTGES3P1
Human PseudoGene v19,PTGES3P1
Human PseudoGene v19,RP4-620F22.3
Human PseudoGene v19,RP5-908D6.1
Human PseudoGene v19,CAPNS1P1
Human PseudoGene v19,GBP1P1
Human PseudoGene v19,RP11-413E1.2
Human PseudoGene v19,GEMIN8P4
Human PseudoGene v19,GEMIN8P4
Human PseudoGene v19,PHKA1P1
Human PseudoGene v19,RPL5P6
Human PseudoGene v19,FEN1P1
Human PseudoGene v19,RP11-47K11.2
Human PseudoGene v19,RP11-91I11.1
Human PseudoGene v19,HSP90B3P
Human PseudoGene v19,HSP90B3P
Human PseudoGene v19,LPCAT2BP
Human PseudoGene v19,SETP18
Human PseudoGene v19,SETP18
Human PseudoGene v19,GAPDHP46
Human PseudoGene v19,PRKAR1AP
Human PseudoGene v19,RP4-775D17.1
Human PseudoGene v19,ACTBP12
Human PseudoGene v19,RP4-593M8.1
Human PseudoGene v19,HMGB3P9
Human PseudoGene v19,RP11-330C7.3
Human PseudoGene v19,RP11-330C7.4
Human PseudoGene v19,CCNJP2
Human PseudoGene v19,RP11-386I23.1
Human PseudoGene v19,RP4-612C19.1
Human PseudoGene v19,RP4-612C19.2
Human PseudoGene v19,RP4-717I23.2
Human PseudoGene v19,RP4-713B5.2
Human PseudoGene v19,CHCHD2P5
Human PseudoGene v19,MTND4P11
Human PseudoGene v19,RP5-837O21.6
Human PseudoGene v19,RP5-837O21.5
Human PseudoGene v19,RP5-837O21.4
Human PseudoGene v19,RP5-837O21.8
Human PseudoGene v19,RP5-837O21.3
Human PseudoGene v19,RP5-837O21.1
Human PseudoGene v19,RP5-837O21.2
Human PseudoGene v19,GAPDHP29
Human PseudoGene v19,RP11-366L18.1
Human PseudoGene v19,KATNBL1P2
Human PseudoGene v19,PGBD4P7
Human PseudoGene v19,RP4-736I12.1
Human PseudoGene v19,UBE2WP1
Human PseudoGene v19,EEF1A1P11
Human PseudoGene v19,NDUFS5P2
Human PseudoGene v19,NDUFS5P2
Human PseudoGene v19,RP11-122C9.1
Human PseudoGene v19,SEC63P1
Human PseudoGene v19,RPL26P9
Human PseudoGene v19,RP11-272L13.2
Human PseudoGene v19,RP11-272L13.4
Human PseudoGene v19,NFU1P2
Human PseudoGene v19,RP11-234N17.1
Human PseudoGene v19,RP4-735N21.1
Human PseudoGene v19,HMGB3P10
Human PseudoGene v19,RP4-581O6.1
Human PseudoGene v19,RP4-714D9.4
Human PseudoGene v19,RP11-305E17.7
Human PseudoGene v19,BRI3P1
Human PseudoGene v19,RP11-305E17.4
Human PseudoGene v19,RP11-305E17.4
Human PseudoGene v19,RP5-837M10.1
Human PseudoGene v19,BCAS2P2
Human PseudoGene v19,RP11-84O12.2
Human PseudoGene v19,RP11-84O12.3
Human PseudoGene v19,HNRNPA1P68
Human PseudoGene v19,RP5-1033H2.1
Human PseudoGene v19,RP4-575N6.2
Human PseudoGene v19,PPIAP7
Human PseudoGene v19,RP11-556K13.1
Human PseudoGene v19,RP11-556K13.1
Human PseudoGene v19,RP11-82O2.2
Human PseudoGene v19,DNAJA1P5
Human PseudoGene v19,SOD2P1
Human PseudoGene v19,ACTG1P4
Human PseudoGene v19,RP5-1108M17.5
Human PseudoGene v19,AMYP1
Human PseudoGene v19,RP11-97C18.1
Human PseudoGene v19,RP11-364B6.2
Human PseudoGene v19,FTLP17
Human PseudoGene v19,RP11-414B7.1
Human PseudoGene v19,SEPT2P1
Human PseudoGene v19,RP11-90H3.2
Human PseudoGene v19,RP11-90H3.1
Human PseudoGene v19,RP5-947P14.2
Human PseudoGene v19,RP11-478L17.1
Human PseudoGene v19,RP11-110F24.1
Human PseudoGene v19,RP11-233E12.4
Human PseudoGene v19,RP11-270C12.3
Human PseudoGene v19,SLC25A24P1
Human PseudoGene v19,SLC25A24P2
Human PseudoGene v19,ST13P21
Human PseudoGene v19,RP5-964H19.2
Human PseudoGene v19,RP11-475E11.2
Human PseudoGene v19,RP5-1065J22.2
Human PseudoGene v19,RP11-20O24.4
Human PseudoGene v19,RP11-20O24.4
Human PseudoGene v19,RP11-20O24.1
Human PseudoGene v19,RANP5
Human PseudoGene v19,RP5-1065J22.4
Human PseudoGene v19,RP5-1160K1.1
Human PseudoGene v19,NDUFA5P10
Human PseudoGene v19,CYMP
Human PseudoGene v19,NRBF2P3
Human PseudoGene v19,OR11I1P
Human PseudoGene v19,CCNT2P1
Human PseudoGene v19,CHIAP1
Human PseudoGene v19,CHIAP2
Human PseudoGene v19,RP5-1125M8.3
Human PseudoGene v19,CHIAP3
Human PseudoGene v19,HIGD1AP12
Human PseudoGene v19,PGCP1
Human PseudoGene v19,UBE2FP3
Human PseudoGene v19,KRT18P57
Human PseudoGene v19,RP5-965F6.1
Human PseudoGene v19,MRPL53P1
Human PseudoGene v19,RP11-426L16.7
Human PseudoGene v19,RP3-522D1.2
Human PseudoGene v19,AKR7A2P1
Human PseudoGene v19,RLIMP2
Human PseudoGene v19,RP11-389O22.4
Human PseudoGene v19,RP11-389O22.5
Human PseudoGene v19,RP11-512F24.1
Human PseudoGene v19,MTND5P20
Human PseudoGene v19,RP4-730K3.3
Human PseudoGene v19,RP4-590F24.1
Human PseudoGene v19,RP4-591B8.3
Human PseudoGene v19,RP4-591B8.2
Human PseudoGene v19,EIF2S2P5
Human PseudoGene v19,PKMP1
Human PseudoGene v19,NR1H5P
Human PseudoGene v19,RP4-663N10.2
Human PseudoGene v19,TCEB1P20
Human PseudoGene v19,CNOT7P2
Human PseudoGene v19,RP11-710N8.3
Human PseudoGene v19,HNRNPA1P43
Human PseudoGene v19,RP11-12L8.2
Human PseudoGene v19,NAP1L4P1
Human PseudoGene v19,GAPDHP64
Human PseudoGene v19,NEFHP1
Human PseudoGene v19,FTH1P22
Human PseudoGene v19,RPS15AP9
Human PseudoGene v19,VPS25P1
Human PseudoGene v19,AL365331.2
Human PseudoGene v19,RP11-134N8.2
Human PseudoGene v19,AL390877.1
Human PseudoGene v19,PSMC1P12
Human PseudoGene v19,RP4-630J13.1
Human PseudoGene v19,RBMX2P3
Human PseudoGene v19,RPS3AP12
Human PseudoGene v19,RP11-418J17.2
Human PseudoGene v19,RP5-871G17.5
Human PseudoGene v19,HSD3BP2
Human PseudoGene v19,HSD3BP2
Human PseudoGene v19,GAPDHP23
Human PseudoGene v19,HSD3BP1
Human PseudoGene v19,GAPDHP58
Human PseudoGene v19,GAPDHP32
Human PseudoGene v19,HSD3BP3
Human PseudoGene v19,GAPDHP27
Human PseudoGene v19,HSD3BP4
Human PseudoGene v19,HSD3BP4
Human PseudoGene v19,GAPDHP33
Human PseudoGene v19,HSD3BP5
Human PseudoGene v19,NBPF7
Human PseudoGene v19,NBPF7
Human PseudoGene v19,PFN1P9
Human PseudoGene v19,NOTCH2P1
Human PseudoGene v19,RP11-439A17.5
Human PseudoGene v19,HIST2H3DP1
Human PseudoGene v19,HIST2H2BA
Human PseudoGene v19,RP11-344P13.3
Human PseudoGene v19,EMBP1
Human PseudoGene v19,SNX18P15
Human PseudoGene v19,SNX18P16
Human PseudoGene v19,ANKRD20A12P
Human PseudoGene v19,RP11-423O2.3
Human PseudoGene v19,RP11-423O2.2
Human PseudoGene v19,RP11-423O2.1
Human PseudoGene v19,ASNSP5
Human PseudoGene v19,ANKRD20A14P
Human PseudoGene v19,RP11-782C8.6
Human PseudoGene v19,RP11-782C8.7
Human PseudoGene v19,RP11-782C8.8
Human PseudoGene v19,RP11-435B5.1
Human PseudoGene v19,RP11-435B5.2
Human PseudoGene v19,RP6-206I17.4
Human PseudoGene v19,RP3-365I19.2
Human PseudoGene v19,RP6-137J22.3
Human PseudoGene v19,PFN1P2
Human PseudoGene v19,RP11-640M9.2
Human PseudoGene v19,RP11-640M9.2
Human PseudoGene v19,WI2-1896O14.1
Human PseudoGene v19,RP4-725K1.1
Human PseudoGene v19,NUDT4P1
Human PseudoGene v19,NUDT4P1
Human PseudoGene v19,GNRHR2
Human PseudoGene v19,PDZK1P1
Human PseudoGene v19,PFN1P5
Human PseudoGene v19,ABHD17AP2
Human PseudoGene v19,WI2-3658N16.1
Human PseudoGene v19,WI2-3658N16.1
Human PseudoGene v19,WI2-3658N16.1
Human PseudoGene v19,HYDIN2
Human PseudoGene v19,PFN1P8
Human PseudoGene v19,NBPF13P
Human PseudoGene v19,RP11-325P15.1
Human PseudoGene v19,RP11-325P15.2
